,Name,University,JoinYear,Rank,Subfield,Bachelors,Masters,Doctorate,PostDoc,Sources1,Sources2,url
1105,Christian Collberg,University of Arizona,1999,Full,Security & Privacy,,,Lund University - Sweden,,https://www.linkedin.com/pub/christian-collberg/5/a0b/a37,http://www.cs.arizona.edu/~collberg/#teaching,/pub/christian-collberg/5/a0b/a37
1106,Saumya Debray,University of Arizona,1986,Full,Programming Languages,Indian Institute of Technology - Kharagpur - India,State University of New York - Stony Brook - USA,State University of New York - Stony Brook - USA,,http://www.cs.arizona.edu/~debray/,,/~debray/
1107,Peter J. Downey,University of Arizona,1973,Full,Algorithms & Theory,,,Harvard University - USA,,http://www.cs.arizona.edu/~pete/,,/~pete/
1108,Alon Efrat,University of Arizona,,Associate,Databases,Technion-Israel Institute of Technology - Israel,Technion-Israel Institute of Technology - Israel,Tel-Aviv University - Israel,,http://www.cs.arizona.edu/~alon/CV/cv3.html,,/~alon/CV/cv3.html
1109,Chris Gniady,University of Arizona,,Associate,Operating Systems,Purdue University - USA,Purdue University - USA,Purdue University - USA,,http://www.cs.arizona.edu/people/gniady/,,/people/gniady/
1110,John H. Hartman,University of Arizona,1994,Associate,Distributed & Parallel Computing,Brown University - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://www.cs.arizona.edu/people/jhh/CV.pdf,,/people/jhh/CV.pdf
1111,John Kececioglu,University of Arizona,2000,Associate,Bioinformatics & Computational Biology,University of Arizona - USA,University of Arizona - USA,University of Arizona - USA,Universite de Montreal - Montreal - Canada,http://www.cs.arizona.edu/~kece/Research/vita.html,,/~kece/Research/vita.html
1112,Stephen Kobourov,University of Arizona,2000,Full,Algorithms & Theory,Dartmouth College - USA,Johns Hopkins University - USA,Johns Hopkins University - USA,,http://www.cs.arizona.edu/people/kobourov/cv.pdf,,/people/kobourov/cv.pdf
1113,David Lowenthal,University of Arizona,2009,Full,Distributed & Parallel Computing,University of California - Davis - USA,University of Arizona - USA,University of Arizona - USA,,https://www.cs.arizona.edu/~dkl/vita.pdf,,/~dkl/vita.pdf
1114,Larry Peterson,University of Arizona,,Full,Networks & Communications,Kearney State College - USA,Purdue University - USA,Purdue University - USA,,http://www.cs.arizona.edu/projects/xkernel/www/people/llp.html,,/projects/xkernel/www/people/llp.html
1115,Todd Proebsting,University of Arizona,,Full,Data Mining,Carleton College - USA,University of Wisconsin - Madison - USA,University of Wisconsin - Madison - USA,,http://arnetminer.org/person/todd-a-proebsting-551890.html,,/person/todd-a-proebsting-551890.html
1116,Carlos Scheidegger,University of Arizona,2004,Assistant,Graphics,Universidade Federal do Rio Grande do Sul - Brazil,,University of Utah - USA,,http://cscheid.net/,,/
1117,Richard T. Snodgrass,University of Arizona,1989,Full,Databases,Carleton College - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www.cs.arizona.edu/people/rts/cv.pdf,,/people/rts/cv.pdf
1118,Beichuan Zhang,University of Arizona,2005,Associate,Networks & Communications,Peking University - Beijing - China,University of California - Los Angeles - USA,University of California - Los Angeles - USA,University of Southern California - USA,http://iasec.eller.arizona.edu/docs/cae-2014/cv/beichuan-cv-current.pdf,,/docs/cae-2014/cv/beichuan-cv-current.pdf
1119,Kobus Barnard,University of Arizona,2003,Full,Computer Vision,,,Simon Fraser University - Canada,University of California - Berkeley - USA,http://kobus.ca/,,/
1120,Sandiway Fong,University of Arizona,2003,Associate,Natural Language & Speech,Imperial College of Science and Technology - London - England,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://dingo.sbs.arizona.edu/~sandiway/,http://dingo.sbs.arizona.edu/~sandiway/me/aboutme.html,/~sandiway/
1121,Sudha Ram,University of Arizona,2008,Full,Machine Learning & Pattern Recognition,University of Madras - India,Indian Institute of Management - Calcutta - India,University of Illinois at Urbana-Champaign - USA,,http://vishnu.eller.arizona.edu/ram/index.html,,/ram/index.html
1122,Alexei (Alyosha) Efros,University of California - Berkeley,2013,Associate,Computer Vision,University of Utah - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,University of Oxford - United Kingdom,http://www.cs.cmu.edu/~./efros/,,/~./efros/
1123,Alistair Sinclair,University of California - Berkeley,,Full,Algorithms & Theory,University of Cambridge - United Kingdom,,University of Edinburgh - United Kingdom,,http://www.cs.berkeley.edu/~sinclair/,,/~sinclair/
1124,Anthony D. Joseph,University of California - Berkeley,1998,Full,Operating Systems,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://bnrg.cs.berkeley.edu/~adj/,,/~adj/
1125,Armando Fox,University of California - Berkeley,2012,Full,Operating Systems,Massachusetts Institute of Technology - USA,University of Illinois at Urbana-Champaign - USA,University of California - Berkeley - USA,,http://www.armandofox.com/,,/
1126,Benjamin Recht,University of California - Berkeley,2013,Assistant,Artificial Intelligence,University of Chicago - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.eecs.berkeley.edu/~brecht/,,/~brecht/
1127,Bernd Sturmfels,University of California - Berkeley,1995,Full,Bioinformatics & Computational Biology,,,University of Washington - USA,,http://math.berkeley.edu/~bernd/,,/~bernd/
1128,Björn Hartmann,University of California - Berkeley,2009,Assistant,Human-Computer Interaction,University of Pennsylvania - USA,University of Pennsylvania - USA,Stanford University - USA,,http://www.cs.berkeley.edu/~bjoern/,,/~bjoern/
1129,Brian A. Barsky,University of California - Berkeley,1981,Full,Bioinformatics & Computational Biology,McGill University - Montreal - Canada,Cornell University - USA,University of Utah - USA,,http://www.cs.berkeley.edu/~barsky/,,/~barsky/
1130,Christos Papadimitriou,University of California - Berkeley,1996,Full,Algorithms & Theory,National Technical University of Athens - Greece,Princeton University - USA,Princeton University - USA,,http://www.cs.berkeley.edu/~christos/,,/~christos/
1131,Daniel Klein,University of California - Berkeley,2006,Associate,Natural Language & Speech,Cornell University - USA,University of Oxford - United Kingdom,Stanford University - USA,,http://www.cs.berkeley.edu/~klein/,,/~klein/
1132,David A. Patterson,University of California - Berkeley,1977,Full,Hardware & Architecture,University of California - Los Angeles - USA,University of California - Los Angeles - USA,University of California - Los Angeles - USA,,http://www.cs.berkeley.edu/~pattrsn/,,/~pattrsn/
1133,David E. Culler,University of California - Berkeley,1989,Full,Operating Systems,University of California - Berkeley - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.eecs.berkeley.edu/Faculty/Homepages/culler.html,,/Faculty/Homepages/culler.html
1134,David Wagner,University of California - Berkeley,2000,Full,Security & Privacy,Princeton University - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://www.cs.berkeley.edu/~daw/,http://www.sos.ca.gov/voting-systems/oversight/ttbr/source-code-team/resume-wagner-david.pdf,/~daw/
1135,Dawn Song,University of California - Berkeley,2002,Associate,Security & Privacy,Tsinghua University - Beijing - China,Carnegie Mellon University - USA,University of California - Berkeley - USA,,http://www.cs.berkeley.edu/~dawnsong/,,/~dawnsong/
1136,Doug Tygar,University of California - Berkeley,,Full,Security & Privacy,University of California - Berkeley - USA,,Harvard University - USA,,http://www.cs.berkeley.edu/~tygar/,,/~tygar/
1137,Elchanan Mossel,University of California - Berkeley,2003,Full,Bioinformatics & Computational Biology,,,Hebrew University of Jerusalem - Israel,University of California - Berkeley - USA,http://www.stat.berkeley.edu/~mossel/,,/~mossel/
1138,Eric Brewer,University of California - Berkeley,1994,Full,Programming Languages,University of California - Berkeley - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cs.berkeley.edu/~brewer/,,/~brewer/
1139,Eric Paulos,University of California - Berkeley,2008,Assistant,Human-Computer Interaction,,,University of California - Berkeley - USA,,http://www.paulos.net/,,/
1140,George Necula,University of California - Berkeley, ,Full,Programming Languages,Polytechnic University of Bucharest - Romania,,Carnegie Mellon University - USA,,http://www.eecs.berkeley.edu/~necula/,,/~necula/
1141,Ion Stoica,University of California - Berkeley,2000,Full,Networks & Communications,,Polytechnic University of Bucharest - Romania,Carnegie Mellon University - USA,,http://www.cs.berkeley.edu/~istoica/,,/~istoica/
1142,James Demmel,University of California - Berkeley,1990,Full,Hardware & Architecture,California Institute of Technology - USA,,University of California - Berkeley - USA,,http://www.eecs.berkeley.edu/Faculty/Homepages/demmel.html,,/Faculty/Homepages/demmel.html
1143,James O'Brien,University of California - Berkeley,2000,Full,Graphics,Florida International University - USA,,Georgia Institute of Technology - USA,,http://www.cs.berkeley.edu/~job/Prof._James_F._OBrien/Home.html,,/~job/Prof._James_F._OBrien/Home.html
1144,Jitendra Malik,University of California - Berkeley,1986,Full,Computer Vision,Indian Institute of Technology - Kanpur - India,,Stanford University - USA,,http://www.cs.berkeley.edu/~malik/,,/~malik/
1145,John D. Kubiatowicz,University of California - Berkeley,1998,Full,Operating Systems,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cs.berkeley.edu/~kubitron/,,/~kubitron/
1146,John F. Canny,University of California - Berkeley,1987,Full,Artificial Intelligence,Adelaide University - Australia,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.eecs.berkeley.edu/Faculty/Homepages/canny.html,,/Faculty/Homepages/canny.html
1147,John Wawrzynek,University of California - Berkeley,1988,Full,Hardware & Architecture,State University of New York - Buffalo - USA,University of Illinois at Urbana-Champaign - USA,California Institute of Technology - USA,,http://www.cs.berkeley.edu/~johnw/,,/~johnw/
1148,Jonathan Shewchuk,University of California - Berkeley,1997,Full,Scientific Computing,Simon Fraser University - Canada,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www.cs.berkeley.edu/~jrs/,,/~jrs/
1149,Joseph M. Hellerstein,University of California - Berkeley,1998,Full,Databases,Harvard University - USA,University of California - Berkeley - USA,University of Wisconsin - Madison - USA,,http://db.cs.berkeley.edu/jmh/,,/jmh/
1150,Katherine A. Yelick,University of California - Berkeley,1991,Full,Bioinformatics & Computational Biology,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cs.berkeley.edu/~yelick/,,/~yelick/
1151,Ken Goldberg,University of California - Berkeley,1995,Full,Artificial Intelligence,University of Pennsylvania - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://goldberg.berkeley.edu/,,/
1152,Koushik Sen,University of California - Berkeley,,Associate,Programming Languages,Indian Institute of Technology - Kanpur - India,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,,http://srl.cs.berkeley.edu/~ksen/doku.php,,/~ksen/doku.php
1153,Krste Asanovic,University of California - Berkeley,2007,Full,Hardware & Architecture,,,University of California - Berkeley - USA,,http://www.eecs.berkeley.edu/~krste/,http://www.bscmsrc.eu/media/events/barcelona-multicore-workshop-20110/Krste-Asanovic-bio,/~krste/
1154,Lior Pachter,University of California - Berkeley,,Full,Bioinformatics & Computational Biology,California Institute of Technology - USA,,Massachusetts Institute of Technology - USA,,http://math.berkeley.edu/~lpachter/,,/~lpachter/
1155,Maneesh Agrawala,University of California - Berkeley,2010,Full,Human-Computer Interaction,Stanford University - USA,Stanford University - USA,Stanford University - USA,,http://vis.berkeley.edu/~maneesh/,,/~maneesh/
1156,Marti Hearst,University of California - Berkeley,1997,Full,Human-Computer Interaction,University of California - Berkeley - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://people.ischool.berkeley.edu/~hearst/,http://people.ischool.berkeley.edu/~hearst/vitae.pdf,/~hearst/
1157,Michael Franklin,University of California - Berkeley,1999,Full,Databases,University of Massachusetts - Amherst - USA,Wang Institute of Graduate Studies - USA,University of Wisconsin - Madison - USA,,http://www.eecs.berkeley.edu/Faculty/Homepages/franklin.html,,/Faculty/Homepages/franklin.html
1158,Michael Jordan,University of California - Berkeley,1998,Full,Machine Learning & Pattern Recognition,,Arizona State University - USA,University of California - San Diego - USA,,http://www.cs.berkeley.edu/~jordan/,,/~jordan/
1159,Nir Yosef,University of California - Berkeley,2014,Assistant,Bioinformatics & Computational Biology,Ben-Gurion University of the Negev - Israel,,Tel Aviv University - Israel,Harvard University - USA,http://niryosef.wordpress.com/,,/
1160,Peter Bartlett,University of California - Berkeley,2001,Full,Machine Learning & Pattern Recognition,,,University of Queensland - Australia,,http://www.eecs.berkeley.edu/~krste/,,/~krste/
1161,Pieter Abbeel,University of California - Berkeley,2008,Assistant,Artificial Intelligence,Catholic University of Leuven - Belgium,Catholic University of Leuven - Belgium,Stanford University - USA,,www.cs.berkely.edu/pabbeel/,,/pabbeel/
1162,Prasad Raghavendra,University of California - Berkeley,2012,Assistant,Algorithms & Theory,Indian Institute of Technology - Madras - India,Indian Institute of Technology - Madras - India,University of Washington - USA,Microsoft Research - USA,http://www.eecs.berkeley.edu/~prasad/,,/~prasad/
